,TenantId,TimeGenerated,FlowStartTime,FlowEndTime,FlowIntervalEndTime,FlowType,ResourceGroup,VMName,VMIPAddress,PublicIPs,SrcIP,DestIP,L4Protocol,L7Protocol,DestPort,FlowDirection,AllowedOutFlows,AllowedInFlows,DeniedInFlows,DeniedOutFlows,RemoteRegion,VMRegion,AllExtIPs,TotalAllowedFlows
833,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:12.451,2019-02-12 20:08:47.000,2019-02-12 20:31:59.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.107.4.50', '72.21.91.29', '8.253.45.249', '205.185.216.42', '23.223.3.100', '72.21.81.240', '23.48.36.78']",,,T,http,80.0,O,41.0,0.0,0.0,0.0,,eastus,8.253.45.249,41.0
832,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:12.451,2019-02-12 20:08:47.000,2019-02-12 20:31:59.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.107.4.50', '72.21.91.29', '8.253.45.249', '205.185.216.42', '23.223.3.100', '72.21.81.240', '23.48.36.78']",,,T,http,80.0,O,41.0,0.0,0.0,0.0,,eastus,72.21.91.29,41.0
831,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:12.451,2019-02-12 20:08:47.000,2019-02-12 20:31:59.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.107.4.50', '72.21.91.29', '8.253.45.249', '205.185.216.42', '23.223.3.100', '72.21.81.240', '23.48.36.78']",,,T,http,80.0,O,41.0,0.0,0.0,0.0,,eastus,13.107.4.50,41.0
836,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:12.451,2019-02-12 20:08:47.000,2019-02-12 20:31:59.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.107.4.50', '72.21.91.29', '8.253.45.249', '205.185.216.42', '23.223.3.100', '72.21.81.240', '23.48.36.78']",,,T,http,80.0,O,41.0,0.0,0.0,0.0,,eastus,72.21.81.240,41.0
892,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:12.748,2019-02-12 20:09:00.000,2019-02-12 20:30:59.000,2019-02-12 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.239.152.10', '40.121.3.131', '20.38.98.100', '168.62.32.212']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus,eastus,168.62.32.212,4.0
891,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:12.748,2019-02-12 20:09:00.000,2019-02-12 20:30:59.000,2019-02-12 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.239.152.10', '40.121.3.131', '20.38.98.100', '168.62.32.212']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,4.0
890,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:12.748,2019-02-12 20:09:00.000,2019-02-12 20:30:59.000,2019-02-12 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.239.152.10', '40.121.3.131', '20.38.98.100', '168.62.32.212']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus,eastus,40.121.3.131,4.0
889,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:12.748,2019-02-12 20:09:00.000,2019-02-12 20:30:59.000,2019-02-12 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.239.152.10', '40.121.3.131', '20.38.98.100', '168.62.32.212']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.239.152.10,4.0
847,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:13.185,2019-02-12 20:09:35.000,2019-02-12 20:19:46.000,2019-02-12 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.80.145.38', '40.87.63.92']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,eastus,eastus,40.87.63.92,2.0
846,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:13.185,2019-02-12 20:09:35.000,2019-02-12 20:19:46.000,2019-02-12 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.80.145.38', '40.87.63.92']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,eastus,eastus,40.80.145.38,2.0
956,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:14.373,2019-02-12 20:10:42.000,2019-02-12 20:39:48.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['23.47.27.169', '65.55.163.76', '172.217.8.3', '172.217.15.78', '65.55.163.78']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,23.47.27.169,5.0
960,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:14.373,2019-02-12 20:10:42.000,2019-02-12 20:39:48.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['23.47.27.169', '65.55.163.76', '172.217.8.3', '172.217.15.78', '65.55.163.78']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,65.55.163.78,5.0
959,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:14.373,2019-02-12 20:10:42.000,2019-02-12 20:39:48.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['23.47.27.169', '65.55.163.76', '172.217.8.3', '172.217.15.78', '65.55.163.78']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,172.217.15.78,5.0
957,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:14.373,2019-02-12 20:10:42.000,2019-02-12 20:39:48.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['23.47.27.169', '65.55.163.76', '172.217.8.3', '172.217.15.78', '65.55.163.78']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,65.55.163.76,5.0
958,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:14.373,2019-02-12 20:10:42.000,2019-02-12 20:39:48.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['23.47.27.169', '65.55.163.76', '172.217.8.3', '172.217.15.78', '65.55.163.78']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,172.217.8.3,5.0
902,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:13.076,2019-02-12 20:19:34.000,2019-02-12 20:19:41.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['131.107.147.209'],,,T,ms-wbt-server,3389.0,I,0.0,2.0,0.0,0.0,,eastus,131.107.147.209,2.0
899,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:13.060,2019-02-12 20:19:53.000,2019-02-12 20:19:53.000,2019-02-12 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.74.179.117'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,northeurope,eastus,13.74.179.117,1.0
913,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:18.170,2019-02-12 20:30:17.000,2019-02-12 20:30:17.000,2019-02-12 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['90.130.70.73'],,,T,ftp,21.0,O,1.0,0.0,0.0,0.0,,eastus,90.130.70.73,1.0
944,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 21:23:18.732,2019-02-12 20:41:04.000,2019-02-12 20:41:04.000,2019-02-12 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['65.55.252.190'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westus2,eastus,65.55.252.190,1.0
952,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.259,2019-02-12 21:02:18.000,2019-02-12 21:59:22.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,43.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.128,43.0
953,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.259,2019-02-12 21:02:18.000,2019-02-12 21:59:22.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,43.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,43.0
970,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:17.189,2019-02-12 21:04:11.000,2019-02-12 21:46:51.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,5.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,5.0
845,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.493,2019-02-12 21:09:14.000,2019-02-12 21:49:11.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.65.107.32', '40.124.45.19']",,,T,https,443.0,O,28.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,28.0
844,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.493,2019-02-12 21:09:14.000,2019-02-12 21:49:11.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.65.107.32', '40.124.45.19']",,,T,https,443.0,O,28.0,0.0,0.0,0.0,southcentralus,eastus,13.65.107.32,28.0
935,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.228,2019-02-12 21:09:36.000,2019-02-12 21:49:24.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.69.153.67', '13.67.143.117']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,centralus,eastus,13.67.143.117,2.0
934,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.228,2019-02-12 21:09:36.000,2019-02-12 21:49:24.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.69.153.67', '13.67.143.117']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,centralus,eastus,40.69.153.67,2.0
954,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.259,2019-02-12 21:12:30.000,2019-02-12 21:58:34.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,7.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,7.0
955,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.259,2019-02-12 21:12:30.000,2019-02-12 21:58:34.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,7.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,7.0
968,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.993,2019-02-12 21:49:24.000,2019-02-12 21:53:11.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['157.55.134.136', '204.79.197.200', '72.21.81.200', '99.84.104.63']",,,T,https,443.0,O,7.0,0.0,0.0,0.0,,eastus,99.84.104.63,7.0
965,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.993,2019-02-12 21:49:24.000,2019-02-12 21:53:11.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['157.55.134.136', '204.79.197.200', '72.21.81.200', '99.84.104.63']",,,T,https,443.0,O,7.0,0.0,0.0,0.0,,eastus,157.55.134.136,7.0
967,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.993,2019-02-12 21:49:24.000,2019-02-12 21:53:11.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['157.55.134.136', '204.79.197.200', '72.21.81.200', '99.84.104.63']",,,T,https,443.0,O,7.0,0.0,0.0,0.0,,eastus,72.21.81.200,7.0
966,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.993,2019-02-12 21:49:24.000,2019-02-12 21:53:11.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['157.55.134.136', '204.79.197.200', '72.21.81.200', '99.84.104.63']",,,T,https,443.0,O,7.0,0.0,0.0,0.0,,eastus,204.79.197.200,7.0
849,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.384,2019-02-12 21:52:59.000,2019-02-12 21:54:06.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['99.84.106.178', '23.3.13.106', '99.84.106.27', '23.3.13.112', '23.45.180.234', '99.84.106.92', '72.21.81.240', '23.3.13.146']",,,T,http,80.0,O,10.0,0.0,0.0,0.0,,eastus,99.84.106.178,10.0
850,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.384,2019-02-12 21:52:59.000,2019-02-12 21:54:06.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['99.84.106.178', '23.3.13.106', '99.84.106.27', '23.3.13.112', '23.45.180.234', '99.84.106.92', '72.21.81.240', '23.3.13.146']",,,T,http,80.0,O,10.0,0.0,0.0,0.0,,eastus,23.3.13.106,10.0
851,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.384,2019-02-12 21:52:59.000,2019-02-12 21:54:06.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['99.84.106.178', '23.3.13.106', '99.84.106.27', '23.3.13.112', '23.45.180.234', '99.84.106.92', '72.21.81.240', '23.3.13.146']",,,T,http,80.0,O,10.0,0.0,0.0,0.0,,eastus,99.84.106.27,10.0
853,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.384,2019-02-12 21:52:59.000,2019-02-12 21:54:06.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['99.84.106.178', '23.3.13.106', '99.84.106.27', '23.3.13.112', '23.45.180.234', '99.84.106.92', '72.21.81.240', '23.3.13.146']",,,T,http,80.0,O,10.0,0.0,0.0,0.0,,eastus,23.45.180.234,10.0
854,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.384,2019-02-12 21:52:59.000,2019-02-12 21:54:06.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['99.84.106.178', '23.3.13.106', '99.84.106.27', '23.3.13.112', '23.45.180.234', '99.84.106.92', '72.21.81.240', '23.3.13.146']",,,T,http,80.0,O,10.0,0.0,0.0,0.0,,eastus,99.84.106.92,10.0
855,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.384,2019-02-12 21:52:59.000,2019-02-12 21:54:06.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['99.84.106.178', '23.3.13.106', '99.84.106.27', '23.3.13.112', '23.45.180.234', '99.84.106.92', '72.21.81.240', '23.3.13.146']",,,T,http,80.0,O,10.0,0.0,0.0,0.0,,eastus,72.21.81.240,10.0
856,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.384,2019-02-12 21:52:59.000,2019-02-12 21:54:06.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['99.84.106.178', '23.3.13.106', '99.84.106.27', '23.3.13.112', '23.45.180.234', '99.84.106.92', '72.21.81.240', '23.3.13.146']",,,T,http,80.0,O,10.0,0.0,0.0,0.0,,eastus,23.3.13.146,10.0
852,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.384,2019-02-12 21:52:59.000,2019-02-12 21:54:06.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['99.84.106.178', '23.3.13.106', '99.84.106.27', '23.3.13.112', '23.45.180.234', '99.84.106.92', '72.21.81.240', '23.3.13.146']",,,T,http,80.0,O,10.0,0.0,0.0,0.0,,eastus,23.3.13.112,10.0
883,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.556,2019-02-12 21:53:05.000,2019-02-12 21:53:33.000,2019-02-12 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.68.226.108'],,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus,eastus,13.68.226.108,6.0
943,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.024,2019-02-12 21:53:07.000,2019-02-12 21:53:27.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['46.43.34.31', '212.13.197.231']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,212.13.197.231,5.0
942,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:06.024,2019-02-12 21:53:07.000,2019-02-12 21:53:27.000,2019-02-12 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['46.43.34.31', '212.13.197.231']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,46.43.34.31,5.0
848,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.384,2019-02-12 21:54:04.000,2019-02-12 21:55:36.000,2019-02-12 22:00:00.000,IntraVNet,,,,,10.0.3.5,104.211.30.1,T,ssh,22.0,O,6.0,0.0,0.0,0.0,,eastus,104.211.30.1,6.0
839,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:05.399,2019-02-12 21:55:43.000,2019-02-12 21:55:43.000,2019-02-12 22:00:00.000,IntraVNet,,,,,10.0.3.5,10.0.3.4,T,ssh,22.0,O,1.0,0.0,0.0,0.0,,eastus,10.0.3.4,1.0
969,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 22:23:17.236,2019-02-12 21:55:43.000,2019-02-12 21:55:43.000,2019-02-12 22:00:00.000,IntraVNet,,,,,10.0.3.5,10.0.3.4,T,ssh,22.0,I,0.0,1.0,0.0,0.0,,eastus,10.0.3.5,1.0
945,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:47.640,2019-02-12 21:59:58.000,2019-02-12 22:59:00.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,19.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.128,19.0
946,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:47.640,2019-02-12 21:59:58.000,2019-02-12 22:59:00.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,19.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,19.0
908,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:45.806,2019-02-12 22:02:27.000,2019-02-12 22:02:27.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.183.114.173'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westus2,eastus,52.183.114.173,1.0
870,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:59.499,2019-02-12 22:03:55.000,2019-02-12 22:55:07.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
885,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:46.937,2019-02-12 22:08:42.000,2019-02-12 22:20:48.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.65.107.32', '40.124.45.19']",,,T,https,443.0,O,8.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,8.0
884,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:46.937,2019-02-12 22:08:42.000,2019-02-12 22:20:48.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.65.107.32', '40.124.45.19']",,,T,https,443.0,O,8.0,0.0,0.0,0.0,southcentralus,eastus,13.65.107.32,8.0
872,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:46.358,2019-02-12 22:10:15.000,2019-02-12 22:58:35.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.79.85.125', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
873,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:46.358,2019-02-12 22:10:15.000,2019-02-12 22:58:35.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.79.85.125', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.79.85.125,5.0
874,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:46.358,2019-02-12 22:10:15.000,2019-02-12 22:58:35.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.79.85.125', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,5.0
920,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:47.134,2019-02-12 22:11:32.000,2019-02-12 22:13:05.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['104.43.212.12', '13.67.143.117']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,centralus,eastus,13.67.143.117,2.0
919,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:47.134,2019-02-12 22:11:32.000,2019-02-12 22:13:05.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['104.43.212.12', '13.67.143.117']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,centralus,eastus,104.43.212.12,2.0
840,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:45.890,2019-02-12 22:14:39.000,2019-02-12 22:19:42.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.239.152.10', '20.38.98.100']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,eastus,eastus,52.239.152.10,2.0
841,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:45.890,2019-02-12 22:14:39.000,2019-02-12 22:19:42.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.239.152.10', '20.38.98.100']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,2.0
860,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:59.515,2019-02-12 22:22:35.000,2019-02-12 22:55:37.000,2019-02-12 23:00:00.000,IntraVNet,,,,,10.0.3.5,104.211.30.1,T,ssh,22.0,O,12.0,0.0,0.0,0.0,,eastus,104.211.30.1,12.0
921,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-12 23:23:46.837,2019-02-12 22:43:34.000,2019-02-12 22:43:34.000,2019-02-12 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.226.250'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,northeurope,eastus,40.77.226.250,1.0
816,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 00:23:33.301,2019-02-12 23:01:55.000,2019-02-12 23:58:05.000,2019-02-13 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
821,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 00:23:33.301,2019-02-12 23:08:42.000,2019-02-12 23:58:36.000,2019-02-13 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
822,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 00:23:33.301,2019-02-12 23:08:42.000,2019-02-12 23:58:36.000,2019-02-13 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,5.0
819,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 00:23:33.301,2019-02-12 23:12:11.000,2019-02-12 23:46:19.000,2019-02-13 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
820,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 00:23:33.301,2019-02-12 23:28:35.000,2019-02-12 23:28:35.000,2019-02-13 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.226.250'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,northeurope,eastus,40.77.226.250,1.0
817,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 00:23:33.301,2019-02-12 23:29:35.000,2019-02-12 23:29:35.000,2019-02-13 00:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.91.29'],,,T,http,80.0,O,1.0,0.0,0.0,0.0,,eastus,72.21.91.29,1.0
818,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 00:23:33.301,2019-02-12 23:53:50.000,2019-02-12 23:53:50.000,2019-02-13 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.232.95'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westcentralus,eastus,40.77.232.95,1.0
